line_id,file_path,line_number,original_line,translated_line
line_2913,src/converter/fake_stream.py,441,# 2. 如果有推理内容，先发送 thinking 块,# 2. $id_2468 thinking $id_2046
line_2914,src/converter/fake_stream.py,450,# 分块发送推理内容,# $id_2469
line_2915,src/converter/fake_stream.py,467,# 3. 如果有图片，发送图片块,# 3. $id_2470
line_2916,src/converter/fake_stream.py,472,"# 解析 data URL: data:{mime_type};base64,{data}","# $id_2224 data URL: data:{mime_type};base64,{data}"
line_2917,src/converter/fake_stream.py,501,# 4. 发送主要内容（text 块）,# 4. $id_2471text $id_2472
line_2918,src/converter/fake_stream.py,509,# 分块发送主要内容,# $id_2451
line_2919,src/converter/fake_stream.py,524,# 5. 发送 message_delta,# 5. $id_2226 message_delta
line_2920,src/converter/fake_stream.py,531,# 6. 发送 message_stop,# 6. $id_2226 message_stop
line_2921,src/converter/gemini_fix.py,2,Gemini Format Utilities - 统一的 Gemini 格式处理和转换工具,Gemini Format Utilities - $id_2474 Gemini $id_2473
line_2922,src/converter/gemini_fix.py,3,提供对 Gemini API 请求体和响应的标准化处理,$id_2476 Gemini API $id_2475
line_2923,src/converter/gemini_fix.py,11,# ==================== Gemini API 配置 ====================,# ==================== Gemini API $id_43 ====================
line_2924,src/converter/gemini_fix.py,18,图像生成模型请求体后处理,$id_2477
line_2925,src/converter/gemini_fix.py,21,request_body: 原始请求体,request_body: $id_2478
line_2926,src/converter/gemini_fix.py,22,model: 模型名称,model: $id_1737
line_2927,src/converter/gemini_fix.py,25,处理后的请求体,$id_2479
line_2928,src/converter/gemini_fix.py,30,# 解析分辨率,# $id_2480
line_2929,src/converter/gemini_fix.py,33,# 解析比例,# $id_2481
line_2930,src/converter/gemini_fix.py,43,# 构建 imageConfig,# $id_1475 imageConfig
line_2931,src/converter/gemini_fix.py,50,"request_body[""model""] = ""gemini-3-pro-image""  # 统一使用基础模型名","request_body[""model""] = ""gemini-3-pro-image""  # $id_2482"
line_2932,src/converter/gemini_fix.py,56,# 移除不需要的字段,# $id_2483
line_2933,src/converter/gemini_fix.py,63,# ==================== 模型特性辅助函数 ====================,# ==================== $id_2484 ====================
line_2934,src/converter/gemini_fix.py,66,"""""""移除模型名称中的后缀,返回基础模型名""""""","""""""$id_2485,$id_2486"""""""
line_2935,src/converter/gemini_fix.py,67,# 按照从长到短的顺序排列，避免短后缀先于长后缀被匹配,# $id_2487
line_2936,src/converter/gemini_fix.py,69,"""-maxthinking"", ""-nothinking"",  # 兼容旧模式","""-maxthinking"", ""-nothinking"",  # $id_2488"
line_2937,src/converter/gemini_fix.py,70,"""-minimal"", ""-medium"", ""-search"", ""-think"",  # 中等长度后缀","""-minimal"", ""-medium"", ""-search"", ""-think"",  # $id_2489"
line_2938,src/converter/gemini_fix.py,71,"""-high"", ""-max"", ""-low""  # 短后缀","""-high"", ""-max"", ""-low""  # $id_2490"
line_2939,src/converter/gemini_fix.py,75,# 持续循环直到没有任何后缀可以移除,# $id_2491
line_2940,src/converter/gemini_fix.py,82,# 不使用 break，继续检查是否还有其他后缀,# $id_2493 break$id_2492
line_2941,src/converter/gemini_fix.py,88,根据模型名称获取思考配置,$id_2494
line_2942,src/converter/gemini_fix.py,90,支持两种模式:,$id_2495:
line_2943,src/converter/gemini_fix.py,91,"1. CLI 模式思考预算 (Gemini 2.5 系列): -max, -high, -medium, -low, -minimal","1. CLI $id_2496 (Gemini 2.5 $id_2497): -max, -high, -medium, -low, -minimal"
line_2944,src/converter/gemini_fix.py,92,"2. CLI 模式思考等级 (Gemini 3 Preview 系列): -high, -medium, -low, -minimal (仅 3-flash)","2. CLI $id_2498 (Gemini 3 Preview $id_2497): -high, -medium, -low, -minimal ($id_2499 3-flash)"
line_2945,src/converter/gemini_fix.py,93,"3. 兼容旧模式: -maxthinking, -nothinking (不返回给用户)","3. $id_2488: -maxthinking, -nothinking ($id_2500)"
line_2946,src/converter/gemini_fix.py,96,"(thinking_budget, thinking_level): 思考预算和思考等级","(thinking_budget, thinking_level): $id_2501"
line_2947,src/converter/gemini_fix.py,100,# ========== 兼容旧模式 (不返回给用户) ==========,# ========== $id_2488 ($id_2500) ==========
line_2948,src/converter/gemini_fix.py,102,# nothinking 模式: 限制思考,# nothinking $id_407: $id_2502
line_2949,src/converter/gemini_fix.py,107,# maxthinking 模式: 最大思考预算,# maxthinking $id_407: $id_124
line_2950,src/converter/gemini_fix.py,111,# ========== 新 CLI 模式: 基于思考预算/等级 ==========,# ========== $id_2505 CLI $id_407: $id_2503/$id_2504 ==========
line_2951,src/converter/gemini_fix.py,113,# Gemini 3 Preview 系列: 使用 thinkingLevel,# Gemini 3 Preview $id_2497: $id_463 thinkingLevel
line_2952,src/converter/gemini_fix.py,118,# 仅 3-flash-preview 支持 medium,# $id_2499 3-flash-preview $id_56 medium
line_2953,src/converter/gemini_fix.py,121,# pro 系列不支持 medium，返回 Default,# pro $id_2506 medium$id_2134 Default
line_2954,src/converter/gemini_fix.py,128,# Default: 不设置 thinking 配置,# Default: $id_2507 thinking $id_43
line_2955,src/converter/gemini_fix.py,131,# Gemini 2.5 系列: 使用 thinkingBudget,# Gemini 2.5 $id_2497: $id_463 thinkingBudget
line_2956,src/converter/gemini_fix.py,151,# Default: 不设置 thinking budget,# Default: $id_2507 thinking budget
line_2957,src/converter/gemini_fix.py,154,# 其他模型: 不设置 thinking 配置,# $id_795: $id_2507 thinking $id_43
line_2958,src/converter/gemini_fix.py,159,"""""""检查是否为搜索模型""""""","""""""$id_2508"""""""
line_2959,src/converter/gemini_fix.py,163,# ==================== 统一的 Gemini 请求后处理 ====================,# ==================== $id_2474 Gemini $id_2509 ====================
line_2960,src/converter/gemini_fix.py,166,"""""""检查是否为思考模型 (包含 -thinking 或 pro)""""""","""""""$id_2510 ($id_906 -thinking $id_413 pro)"""""""
line_2961,src/converter/gemini_fix.py,175,规范化 Gemini 请求,$id_2511 Gemini $id_2282
line_2962,src/converter/gemini_fix.py,177,处理逻辑:,$id_1946:
line_2963,src/converter/gemini_fix.py,178,"1. 模型特性处理 (thinking config, search tools)","1. $id_2512 (thinking config, search tools)"
line_2964,src/converter/gemini_fix.py,179,"3. 参数范围限制 (maxOutputTokens, topK)","3. $id_2513 (maxOutputTokens, topK)"
line_2965,src/converter/gemini_fix.py,180,4. 工具清理,4. $id_2514
line_2966,src/converter/gemini_fix.py,183,request: 原始请求字典,request: $id_2515
line_2967,src/converter/gemini_fix.py,184,"mode: 模式 (""geminicli"" 或 ""antigravity"")","mode: $id_407 (""geminicli"" $id_413 ""antigravity"")"
line_2968,src/converter/gemini_fix.py,187,规范化后的请求,$id_2516
line_2969,src/converter/gemini_fix.py,189,# 导入配置函数,# $id_2517
line_2970,src/converter/gemini_fix.py,194,"generation_config = (result.get(""generationConfig"") or {}).copy()  # 创建副本避免修改原对象","generation_config = (result.get(""generationConfig"") or {}).copy()  # $id_2518"
line_2971,src/converter/gemini_fix.py,198,# 记录原始请求,# $id_2519
line_2972,src/converter/gemini_fix.py,199,"log.debug(f""[GEMINI_FIX] 原始请求 - 模型: {model}, mode: {mode}, generationConfig: {generation_config}"")","log.debug(f""[GEMINI_FIX] $id_1602 - $id_794: {model}, mode: {mode}, generationConfig: {generation_config}"")"
line_2973,src/converter/gemini_fix.py,201,# 获取配置值,# $id_2520
line_2974,src/converter/gemini_fix.py,204,# ========== 模式特定处理 ==========,# ========== $id_2521 ==========
line_2975,src/converter/gemini_fix.py,206,# 1. 思考设置,# 1. $id_2522
line_2976,src/converter/gemini_fix.py,207,# 优先使用 get_thinking_settings 获取的思考预算和等级,# $id_667 get_thinking_settings $id_2523
line_2977,src/converter/gemini_fix.py,210,# 其次使用传入的思考预算（如果未从模型名称获取）,# $id_2524
line_2978,src/converter/gemini_fix.py,215,# 假如 is_thinking_model 为真或者思考预算/等级不为空，设置 thinkingConfig,# $id_2527 is_thinking_model $id_2526/$id_2525 thinkingConfig
line_2979,src/converter/gemini_fix.py,217,# 确保 thinkingConfig 存在,# $id_683 thinkingConfig $id_1886
line_2980,src/converter/gemini_fix.py,223,# 设置思考预算或等级（互斥）,# $id_2528
line_2981,src/converter/gemini_fix.py,226,"thinking_config.pop(""thinkingLevel"", None)  # 避免与 thinkingBudget 冲突","thinking_config.pop(""thinkingLevel"", None)  # $id_2529 thinkingBudget $id_2530"
line_2982,src/converter/gemini_fix.py,229,"thinking_config.pop(""thinkingBudget"", None)  # 避免与 thinkingLevel 冲突","thinking_config.pop(""thinkingBudget"", None)  # $id_2529 thinkingLevel $id_2530"
line_2983,src/converter/gemini_fix.py,231,# includeThoughts 逻辑:,# includeThoughts $id_2531:
line_2984,src/converter/gemini_fix.py,232,# 1. 如果是 pro 模型，为 return_thoughts,# 1. $id_1643 pro $id_2532 return_thoughts
line_2985,src/converter/gemini_fix.py,233,# 2. 如果不是 pro 模型，检查是否有思考预算或思考等级,# 2. $id_2150 pro $id_2533
line_2986,src/converter/gemini_fix.py,243,# 非 pro 模型: 有思考预算或等级才包含思考,# $id_1648 pro $id_794: $id_2534
line_2987,src/converter/gemini_fix.py,244,# 注意: 思考预算为 0 时不包含思考,# $id_2158: $id_2536 0 $id_2535
line_2988,src/converter/gemini_fix.py,252,# 2. 搜索模型添加 Google Search,# 2. $id_2537 Google Search
line_2989,src/converter/gemini_fix.py,259,# 3. 模型名称处理,# 3. $id_2538
line_2990,src/converter/gemini_fix.py,263,# 1. 处理 system_instruction,# 1. $id_590 system_instruction
line_2991,src/converter/gemini_fix.py,266,# 提取原有的 parts（如果存在）,# $id_2540 parts$id_2539
line_2992,src/converter/gemini_fix.py,272,"# custom_prompt 始终放在第一位,原有内容整体后移","# custom_prompt $id_2542,$id_2541"
line_2993,src/converter/gemini_fix.py,277,# 2. 判断图片模型,# 2. $id_2543
line_2994,src/converter/gemini_fix.py,279,# 调用图片生成专用处理函数,# $id_2544
line_2995,src/converter/gemini_fix.py,282,# 3. 思考模型处理,# 3. $id_2545
line_2996,src/converter/gemini_fix.py,284,# 直接设置 thinkingConfig,# $id_2546 thinkingConfig
line_2997,src/converter/gemini_fix.py,289,# 优先使用传入的思考预算，否则使用默认值,# $id_2547
line_2998,src/converter/gemini_fix.py,292,"thinking_config.pop(""thinkingLevel"", None)  # 避免与 thinkingBudget 冲突","thinking_config.pop(""thinkingLevel"", None)  # $id_2529 thinkingBudget $id_2530"
line_2999,src/converter/gemini_fix.py,295,# 检查最后一个 assistant 消息是否以 thinking 块开始,# $id_2548 assistant $id_2549 thinking $id_2550
line_3000,src/converter/gemini_fix.py,299,# 检测是否有工具调用（MCP场景）,# $id_2551MCP$id_2552
line_3001,src/converter/gemini_fix.py,310,# MCP 场景：检测到工具调用，移除 thinkingConfig,# MCP $id_2553 thinkingConfig
line_3002,src/converter/gemini_fix.py,311,"log.warning(f""[ANTIGRAVITY] 检测到工具调用（MCP场景），移除 thinkingConfig 避免失效"")","log.warning(f""[ANTIGRAVITY] $id_2554MCP$id_2555 thinkingConfig $id_2556"")"
line_3003,src/converter/gemini_fix.py,314,# 非 MCP 场景：填充思考块,# $id_1648 MCP $id_2557
line_3004,src/converter/gemini_fix.py,315,"# log.warning(f""[ANTIGRAVITY] 最后一个 assistant 消息不以 thinking 块开始，自动填充思考块"")","# log.warning(f""[ANTIGRAVITY] $id_2560 assistant $id_2559 thinking $id_2558"")"
line_3005,src/converter/gemini_fix.py,317,# 找到最后一个 model 角色的 content,# $id_2561 model $id_2562 content
line_3006,src/converter/gemini_fix.py,321,# 在 parts 开头插入思考块（使用官方跳过验证的虚拟签名）,# $id_429 parts $id_2563
line_3007,src/converter/gemini_fix.py,325,"# ""thought"": True,  # 标记为思考块","# ""thought"": True,  # $id_2564"
line_3008,src/converter/gemini_fix.py,326,"""thoughtSignature"": ""skip_thought_signature_validator""  # 官方文档推荐的虚拟签名","""thoughtSignature"": ""skip_thought_signature_validator""  # $id_2565"
line_3009,src/converter/gemini_fix.py,328,# 如果第一个 part 不是 thinking，则插入,# $id_2566 part $id_1529 thinking$id_2567
line_3010,src/converter/gemini_fix.py,331,"log.debug(f""[ANTIGRAVITY] 已在最后一个 assistant 消息开头插入思考块（含跳过验证签名）"")","log.debug(f""[ANTIGRAVITY] $id_2569 assistant $id_2568"")"
line_3011,src/converter/gemini_fix.py,334,# 移除 -thinking 后缀,# $id_2044 -thinking $id_360
line_3012,src/converter/gemini_fix.py,337,# 4. Claude 模型关键词映射,# 4. Claude $id_2570
line_3013,src/converter/gemini_fix.py,338,# 使用关键词匹配而不是精确匹配，更灵活地处理各种变体,# $id_2571
line_3014,src/converter/gemini_fix.py,347,# Claude 模型兜底：如果包含 claude 但不是 opus/sonnet/haiku,# Claude $id_2572 claude $id_2573 opus/sonnet/haiku
line_3015,src/converter/gemini_fix.py,352,"log.debug(f""[ANTIGRAVITY] 映射模型: {original_model} -> {model}"")","log.debug(f""[ANTIGRAVITY] $id_2574: {original_model} -> {model}"")"
line_3016,src/converter/gemini_fix.py,354,# 5. 移除 antigravity 模式不支持的字段,# 5. $id_2044 antigravity $id_2575
line_3017,src/converter/gemini_fix.py,358,# ========== 公共处理 ==========,# ========== $id_2576 ==========
line_3018,src/converter/gemini_fix.py,360,# 1. 安全设置覆盖,# 1. $id_2577
line_3019,src/converter/gemini_fix.py,363,# 2. 参数范围限制,# 2. $id_2513
line_3020,src/converter/gemini_fix.py,365,# 强制设置 maxOutputTokens 为 64000,# $id_2578 maxOutputTokens $id_2432 64000
line_3021,src/converter/gemini_fix.py,367,# 强制设置 topK 为 64,# $id_2578 topK $id_2432 64
line_3022,src/converter/gemini_fix.py,374,# 过滤掉空的或无效的 parts,# $id_2579 parts
line_3023,src/converter/gemini_fix.py,380,# 检查 part 是否有有效的非空值,# $id_1890 part $id_2580
line_3024,src/converter/gemini_fix.py,381,# 过滤掉空字典或所有值都为空的 part,# $id_2581 part
line_3025,src/converter/gemini_fix.py,385,"if key != ""thought""  # thought 字段可以为空","if key != ""thought""  # thought $id_2582"
line_3026,src/converter/gemini_fix.py,391,# 修复 text 字段：确保是字符串而不是列表,# $id_2584 text $id_2583
line_3027,src/converter/gemini_fix.py,395,# 如果是列表，合并为字符串,# $id_2585
line_3028,src/converter/gemini_fix.py,396,"log.warning(f""[GEMINI_FIX] text 字段是列表，自动合并: {text_value}"")","log.warning(f""[GEMINI_FIX] text $id_2586: {text_value}"")"
line_3029,src/converter/gemini_fix.py,399,# 清理尾随空格,# $id_2587
line_3030,src/converter/gemini_fix.py,402,# 其他类型转为字符串,# $id_2588
line_3031,src/converter/gemini_fix.py,403,"log.warning(f""[GEMINI_FIX] text 字段类型异常 ({type(text_value)}), 转为字符串: {text_value}"")","log.warning(f""[GEMINI_FIX] text $id_2589 ({type(text_value)}), $id_2590: {text_value}"")"
line_3032,src/converter/gemini_fix.py,408,"log.warning(f""[GEMINI_FIX] 移除空的或无效的 part: {part}"")","log.warning(f""[GEMINI_FIX] $id_2591 part: {part}"")"
line_3033,src/converter/gemini_fix.py,410,# 只添加有有效 parts 的 content,# $id_2592 parts $id_61 content
line_3034,src/converter/gemini_fix.py,416,"log.warning(f""[GEMINI_FIX] 跳过没有有效 parts 的 content: {content.get('role')}"")","log.warning(f""[GEMINI_FIX] $id_2593 parts $id_61 content: {content.get('role')}"")"
line_3035,src/converter/openai2gemini.py,3,被openai-router调用，负责OpenAI格式与Gemini格式的双向转换,$id_2597openai-router$id_2595OpenAI$id_2596Gemini$id_2594
line_3036,src/converter/openai2gemini.py,23,将Gemini的usageMetadata转换为OpenAI格式的usage字段,$id_101Gemini$id_61usageMetadata$id_188OpenAI$id_2128usage$id_2018
line_3037,src/converter/openai2gemini.py,26,usage_metadata: Gemini API的usageMetadata字段,usage_metadata: Gemini API$id_61usageMetadata$id_2018
line_3038,src/converter/openai2gemini.py,29,OpenAI格式的usage字典，如果没有usage数据则返回None,OpenAI$id_2128usage$id_2598usage$id_2599None
line_3039,src/converter/openai2gemini.py,42,"""""""构建包含可选推理内容的消息对象""""""","""""""$id_2600"""""""
line_3040,src/converter/openai2gemini.py,45,# 如果有thinking tokens，添加reasoning_content,# $id_2098thinking tokens$id_2601reasoning_content
line_3041,src/converter/openai2gemini.py,54,将Gemini结束原因映射到OpenAI结束原因,$id_101Gemini$id_2602OpenAI$id_2435
line_3042,src/converter/openai2gemini.py,57,gemini_reason: 来自Gemini API的结束原因,gemini_reason: $id_2604Gemini API$id_2603
line_3043,src/converter/openai2gemini.py,60,OpenAI兼容的结束原因,OpenAI$id_2605
line_3044,src/converter/openai2gemini.py,69,"# 对于 None 或未知的 finishReason，返回 ""stop"" 作为默认值","# $id_2608 None $id_2607 finishReason$id_2134 ""stop"" $id_2606"
line_3045,src/converter/openai2gemini.py,70,# 避免返回 None 导致 MCP 客户端误判为响应未完成而循环调用,# $id_2610 None $id_2611 MCP $id_2609
line_3046,src/converter/openai2gemini.py,79,规范化函数名以符合 Gemini API 要求,$id_2612 Gemini API $id_2119
line_3047,src/converter/openai2gemini.py,81,规则：,$id_2613
line_3048,src/converter/openai2gemini.py,82,- 必须以字母或下划线开头,- $id_2614
line_3049,src/converter/openai2gemini.py,83,"- 只能包含 a-z, A-Z, 0-9, 下划线, 英文句点, 英文短划线","- $id_2617 a-z, A-Z, 0-9, $id_2618, $id_2616, $id_2615"
line_3050,src/converter/openai2gemini.py,84,- 最大长度 64 个字符,- $id_2619 64 $id_1422
line_3051,src/converter/openai2gemini.py,86,转换策略：,$id_2620
line_3052,src/converter/openai2gemini.py,87,1. 中文字符转换为拼音,1. $id_2621
line_3053,src/converter/openai2gemini.py,88,2. 将非法字符替换为下划线,2. $id_2622
line_3054,src/converter/openai2gemini.py,89,3. 如果以非字母/下划线开头，添加下划线前缀,3. $id_2624/$id_2623
line_3055,src/converter/openai2gemini.py,90,4. 截断到 64 个字符,4. $id_2625 64 $id_1422
line_3056,src/converter/openai2gemini.py,93,name: 原始函数名,name: $id_2626
line_3057,src/converter/openai2gemini.py,96,规范化后的函数名,$id_2627
line_3058,src/converter/openai2gemini.py,103,# 步骤1：转换中文字符为拼音,# $id_4521$id_2628
line_3059,src/converter/openai2gemini.py,109,# 中文字符转换为拼音,# $id_2621
line_3060,src/converter/openai2gemini.py,121,# 步骤2：将非法字符替换为下划线,# $id_4522$id_2629
line_3061,src/converter/openai2gemini.py,122,"# 合法字符：a-z, A-Z, 0-9, _, ., -","# $id_2630a-z, A-Z, 0-9, _, ., -"
line_3062,src/converter/openai2gemini.py,125,# 步骤3：确保以字母或下划线开头,# $id_4523$id_2631
line_3063,src/converter/openai2gemini.py,127,# 以数字、点或短横线开头，添加下划线前缀,# $id_2632
line_3064,src/converter/openai2gemini.py,130,# 步骤4：截断到 64 个字符,# $id_4524$id_2633 64 $id_1422
line_3065,src/converter/openai2gemini.py,134,# 步骤5：确保不为空,# $id_4525$id_2634
line_3066,src/converter/openai2gemini.py,143,解析 $ref 引用,$id_2224 $ref $id_1828
line_3067,src/converter/openai2gemini.py,146,"ref: 引用路径，如 ""#/definitions/MyType""","ref: $id_2635 ""#/definitions/MyType"""
line_3068,src/converter/openai2gemini.py,147,root_schema: 根 schema 对象,root_schema: $id_2636 schema $id_1509
line_3069,src/converter/openai2gemini.py,150,解析后的 schema，如果失败返回 None,$id_1457 schema$id_2637 None
line_3070,src/converter/openai2gemini.py,169,清理 JSON Schema，转换为 Claude API 支持的格式（符合 JSON Schema draft 2020-12）,$id_2045 JSON Schema$id_2639 Claude API $id_2638 JSON Schema draft 2020-12$id_292
line_3071,src/converter/openai2gemini.py,171,处理逻辑：,$id_2640
line_3072,src/converter/openai2gemini.py,172,1. 解析 $ref 引用,1. $id_2224 $ref $id_1828
line_3073,src/converter/openai2gemini.py,173,2. 合并 allOf 中的 schema,2. $id_2641 allOf $id_2642 schema
line_3074,src/converter/openai2gemini.py,174,3. 转换 anyOf 为更兼容的格式,3. $id_2099 anyOf $id_2643
line_3075,src/converter/openai2gemini.py,175,4. 保持标准 JSON Schema 类型（不转换为大写）,4. $id_2645 JSON Schema $id_2644
line_3076,src/converter/openai2gemini.py,176,5. 处理 array 的 items,5. $id_590 array $id_61 items
line_3077,src/converter/openai2gemini.py,177,6. 清理 Claude 不支持的字段,6. $id_2045 Claude $id_2646
line_3078,src/converter/openai2gemini.py,180,schema: JSON Schema 对象,schema: JSON Schema $id_1509
line_3079,src/converter/openai2gemini.py,181,root_schema: 根 schema（用于解析 $ref）,root_schema: $id_2636 schema$id_2647 $ref$id_292
line_3080,src/converter/openai2gemini.py,182,visited: 已访问的对象集合（防止循环引用）,visited: $id_2648
line_3081,src/converter/openai2gemini.py,185,清理后的 schema,$id_2047 schema
line_3082,src/converter/openai2gemini.py,187,# 非字典类型直接返回,# $id_2649
line_3083,src/converter/openai2gemini.py,191,# 初始化,# $id_1111
line_3084,src/converter/openai2gemini.py,197,# 防止循环引用,# $id_2650
line_3085,src/converter/openai2gemini.py,203,# 创建副本避免修改原对象,# $id_2518
line_3086,src/converter/openai2gemini.py,206,# 1. 处理 $ref,# 1. $id_590 $ref
line_3087,src/converter/openai2gemini.py,218,# 2. 处理 allOf（合并所有 schema）,# 2. $id_590 allOf$id_2651 schema$id_292
line_3088,src/converter/openai2gemini.py,246,"# 3. 处理 type 数组（如 [""string"", ""null""]）","# 3. $id_590 type $id_2652 [""string"", ""null""]$id_292"
line_3089,src/converter/openai2gemini.py,250,# Claude 支持 type 数组，保持不变,# Claude $id_56 type $id_2653
line_3090,src/converter/openai2gemini.py,253,# 4. 处理 array 的 items,# 4. $id_590 array $id_61 items
line_3091,src/converter/openai2gemini.py,258,# Tuple 定义，检查是否所有元素类型相同,# Tuple $id_2654
line_3092,src/converter/openai2gemini.py,266,# 异质元组，使用 anyOf 表示,# $id_2655 anyOf $id_2656
line_3093,src/converter/openai2gemini.py,273,# 5. 处理 anyOf（保持 anyOf，递归清理）,# 5. $id_590 anyOf$id_2658 anyOf$id_2657
line_3094,src/converter/openai2gemini.py,277,# 6. 清理 Claude 不支持的字段（根据 JSON Schema 2020-12）,# 6. $id_2045 Claude $id_2659 JSON Schema 2020-12$id_292
line_3095,src/converter/openai2gemini.py,278,# Claude API 对某些字段比较严格，移除可能导致问题的字段,# Claude API $id_2660
line_3096,src/converter/openai2gemini.py,281,"""additionalItems"",  # 废弃字段，使用 items 替代","""additionalItems"",  # $id_2661 items $id_2662"
line_3097,src/converter/openai2gemini.py,282,"""exclusiveMaximum"", ""exclusiveMinimum"",  # 在 2020-12 中这些应该是数值而非布尔值","""exclusiveMaximum"", ""exclusiveMinimum"",  # $id_429 2020-12 $id_2663"
line_3098,src/converter/openai2gemini.py,283,"""$defs"", ""definitions"",  # 移除 definitions 相关字段避免冲突","""$defs"", ""definitions"",  # $id_2044 definitions $id_2664"
line_3099,src/converter/openai2gemini.py,285,"""const"",  # const 可能导致问题","""const"",  # const $id_2665"
line_3100,src/converter/openai2gemini.py,287,"""oneOf"",  # oneOf 可能导致问题，用 anyOf 替代","""oneOf"",  # oneOf $id_2666 anyOf $id_2662"
line_3101,src/converter/openai2gemini.py,294,# 递归处理 additionalProperties（如果存在）,# $id_2667 additionalProperties$id_2539
line_3102,src/converter/openai2gemini.py,298,# 7. 递归处理 properties,# 7. $id_2667 properties
line_3103,src/converter/openai2gemini.py,305,# 8. 确保有 type 字段（如果有 properties 但没有 type）,# 8. $id_2670 type $id_2668 properties $id_2669 type$id_292
line_3104,src/converter/openai2gemini.py,309,# 9. 去重 required 数组,# 9. $id_2671 required $id_2465
line_3105,src/converter/openai2gemini.py,318,清理 JSON Schema，转换为 Gemini 支持的格式,$id_2045 JSON Schema$id_2639 Gemini $id_2672
line_3106,src/converter/openai2gemini.py,320,参考 worker.mjs 的 transformOpenApiSchemaToGemini 实现,$id_583 worker.mjs $id_61 transformOpenApiSchemaToGemini $id_2673
line_3107,src/converter/openai2gemini.py,322,处理逻辑：,$id_2640
line_3108,src/converter/openai2gemini.py,323,1. 解析 $ref 引用,1. $id_2224 $ref $id_1828
line_3109,src/converter/openai2gemini.py,324,2. 合并 allOf 中的 schema,2. $id_2641 allOf $id_2642 schema
line_3110,src/converter/openai2gemini.py,325,3. 转换 anyOf 为 enum（如果可能）,3. $id_2099 anyOf $id_2432 enum$id_2674
line_3111,src/converter/openai2gemini.py,326,4. 类型映射（string -> STRING）,4. $id_2675string -> STRING$id_292
line_3112,src/converter/openai2gemini.py,327,5. 处理 ARRAY 的 items（包括 Tuple）,5. $id_590 ARRAY $id_61 items$id_2676 Tuple$id_292
line_3113,src/converter/openai2gemini.py,328,6. 将 default 值移到 description,6. $id_101 default $id_2677 description
line_3114,src/converter/openai2gemini.py,329,7. 清理不支持的字段,7. $id_2678
line_3115,src/converter/openai2gemini.py,332,schema: JSON Schema 对象,schema: JSON Schema $id_1509
line_3116,src/converter/openai2gemini.py,333,root_schema: 根 schema（用于解析 $ref）,root_schema: $id_2636 schema$id_2647 $ref$id_292
line_3117,src/converter/openai2gemini.py,334,visited: 已访问的对象集合（防止循环引用）,visited: $id_2648
line_3118,src/converter/openai2gemini.py,337,清理后的 schema,$id_2047 schema
line_3119,src/converter/openai2gemini.py,339,# 非字典类型直接返回,# $id_2649
line_3120,src/converter/openai2gemini.py,343,# 初始化,# $id_1111
line_3121,src/converter/openai2gemini.py,349,# 防止循环引用,# $id_2650
line_3122,src/converter/openai2gemini.py,355,# 创建副本避免修改原对象,# $id_2518
line_3123,src/converter/openai2gemini.py,358,# 1. 处理 $ref,# 1. $id_590 $ref
line_3124,src/converter/openai2gemini.py,362,# 合并解析后的 schema 和当前 schema,# $id_2679 schema $id_2680 schema
line_3125,src/converter/openai2gemini.py,365,# 当前 schema 的其他字段会覆盖解析后的字段,# $id_392 schema $id_2681
line_3126,src/converter/openai2gemini.py,372,# 2. 处理 allOf（合并所有 schema）,# 2. $id_590 allOf$id_2651 schema$id_292
line_3127,src/converter/openai2gemini.py,378,# 合并 properties,# $id_2641 properties
line_3128,src/converter/openai2gemini.py,384,# 合并 required,# $id_2641 required
line_3129,src/converter/openai2gemini.py,390,# 合并其他字段（简单覆盖）,# $id_2682
line_3130,src/converter/openai2gemini.py,395,# 复制其他字段,# $id_2683
line_3131,src/converter/openai2gemini.py,402,# 复制所有字段,# $id_2684
line_3132,src/converter/openai2gemini.py,405,# 3. 类型映射（转换为大写）,# 3. $id_2685
line_3133,src/converter/openai2gemini.py,406,# 注意：Gemini API 的 type 字段必须是字符串，不能是数组,# $id_1288Gemini API $id_61 type $id_2686
line_3134,src/converter/openai2gemini.py,410,# 如果 type 是列表，提取主要类型（非 null）,# $id_2183 type $id_2687 null$id_292
line_3135,src/converter/openai2gemini.py,413,"type_value = primary_type if primary_type else ""STRING""  # 默认为 STRING","type_value = primary_type if primary_type else ""STRING""  # $id_2688 STRING"
line_3136,src/converter/openai2gemini.py,415,# 类型映射,# $id_2689
line_3137,src/converter/openai2gemini.py,426,"# 确保 result[""type""] 是字符串而不是列表","# $id_683 result[""type""] $id_2690"
line_3138,src/converter/openai2gemini.py,429,# 未知类型，删除该字段,# $id_2691
line_3139,src/converter/openai2gemini.py,432,# 4. 处理 ARRAY 的 items,# 4. $id_590 ARRAY $id_61 items
line_3140,src/converter/openai2gemini.py,435,# 没有 items，默认允许任意类型,# $id_2389 items$id_2692
line_3141,src/converter/openai2gemini.py,438,# Tuple 定义（items 是数组）,# Tuple $id_2694items $id_2693
line_3142,src/converter/openai2gemini.py,441,# 提取类型信息用于 description,# $id_2695 description
line_3143,src/converter/openai2gemini.py,448,# 检查是否所有元素类型相同,# $id_2696
line_3144,src/converter/openai2gemini.py,453,# 同质元组，转换为 List<Type>,# $id_2697 List<Type>
